label	YouTubeID
1	2ymLuv46QiU
1	mryi5oMJpL0
1	IX4dwthKQ44
1	gudpRKS0XHE
1	ixPHHpW2j4A
1	--PVmRwTDgI
1	oO102DYpEKU
1	2aQlih9UfSY
1	bcUJthYaUFg
1	6dzH9guT6Xk
1	8xX8r01z5Sg
1	skRJzC_vGZY
1	_nGzZ6chIW8
1	lhP5yQv4up4
1	gKjs81lDN0M
1	mW9C4yVU6tg
1	dj9jgT2J9pQ
1	iENounmRGUc
1	nmmS-IFruoQ
1	WFNhnS3gzys
1	-zSw0oC0LRw
1	SYWq6wfUvSA
1	7rI-WxmpJVE
1	zhXyYdr9BYg
1	QP3GGpZRDGA
1	2nwfCIe5Ulo
1	bLPQVekGzSk
1	sxsSh5FztSA
1	X_IL3o_niIg
1	U2pEdoIJJJY
1	n271bATGuLA
1	CapxuUWc_KQ
1	1IgIZYDrH_Q
1	oUZ4ZFw-chs
1	73EHeLyfUY4
1	ScYTHkd0bHE
1	GxKI-1OVNhg
1	_UWQU1dXxUY
1	-NkapFEBG20
1	9fnnwbzQa4c
1	1oQ3yJe-7bg
1	hZLvjHOiUBo
1	1F03CnDHva8
1	9jFtgz0MRpE
1	VcmOsMjJKto
1	qtl5ZtpEE0E
1	YLvTKIYQhRM
1	fL6bnSlXiV4
1	OzHEbRbgSQc
1	iMyR4XSp-sQ
1	ZhfoSKbzmKo
1	5wREgzJm0ZE
1	rUI1ZDe5qR8
1	C3MTdMuU6DA
1	wkBx5DNt1K4
1	OGNy_CGQVTA
1	4JV2dHR0dR0
1	7RlSrIKbtFk
1	LlKMsL7ih48
1	W5c3x5KZO6w
1	slXx5ZUTzhw
1	qvucteDOmi0
1	laQSruuedvc
1	k1OU47kIR1o
1	LEnekcbYT2w
1	NB6lvsJFWQ8
1	NlDA8xp4TRQ
1	3VBZVjQ48CE
1	HQG4nWHnFk8
1	G7FV8wFA1Vg
1	0eKIdRvWLuY
1	m_lzivYmOIA
1	98qPqq8u3m4
1	KAxuBe18n7A
1	JhokXGpruVc
1	jtK-NS7QMwk
1	kRAhMuPSYUQ
1	MH4EpFWytVI
1	t07m0cCaDZI
1	-uUFi4gHGIo
1	-Pflg2OF9mk
1	l_0pexiba2w
1	QGBuXT_SEPk
1	U8rEe7UUnqs
1	AkuT4vJ3FYs
1	6kgdd9Zlu28
1	UrLXes0Zz0M
1	M5lpt5pBPS8
1	p4cAXarvPlA
1	nlOJMYKxgyM
1	F_OB2KCe7ws
1	lZiPzuQAP20
1	K6UooJODz9E
1	KB3skFxmSdw
1	3oehNk_Q4cE
1	5JeuxtmZ5rY
1	QZkRpaPRTrE
1	dr-hNdVln9g
1	shVX3tFobdw
1	4VOlgeG9tbs
1	f-U15xq4070
1	-Y7qzHyQpJE
1	QQKE8z_w5Ew
1	jhUoZsaaLKE
1	YBZlg3lUHSw
1	wL8KOklvoZg
1	JIMwX9NN1As
1	V8WgBNBf6RI
1	HnqPB2XJHJ8
1	YsZ0FEtEeaE
1	_Wk0rgVXABo
1	ytH_gngFkPE
1	lvoHT59G2N4
1	N2EsYGVIY1k
1	vupZovLxXvY
1	27566q5qbsc
1	KE3osiyRcjE
1	cH00auGo-i0
1	aaa7TOrh1QA
1	dfYsikw6zY8
1	wZEuhEYtFp8
1	lxgeEHJAarc
1	OkXJLQuGIxg
1	ljwZxbWe8sM
1	_Xi35ydtc_A
1	tX4cAhoqcJk
1	Yi0BRghyTAA
1	zOr9mCe7y_c
1	VIu0mnN4hbI
1	kKyMeAxblUU
1	jyGAifDNQw0
1	A3r6yjDkYqc
1	IanTbRipH84
1	9xrJ1q2Q6Cw
1	7ridqjzUaLk
1	9x98KEA9P8s
1	JFPhzdXtCEU
1	JC8Q-dFsLbw
1	kZ9eikNxw-o
1	ffaSXQGU_5o
1	Q-xCRcAtMZ4
1	Ibjy3EjCmSE
1	9yfaQLeq1y0
1	hV1nGtsn9fo
1	gaAePC81jAg
1	bxpf_e8uIiI
1	MCVpctESUgo
1	Bf2Wle03dF8
1	oYXF4F9kdEg
1	mSasyQHSqbY
1	B2xa-A5cvYo
1	CrENwZA-UkA
1	oSRASCGHMJ0
1	KZy2DDzG0NY
1	yngGyT-9mwI
1	P5dJ_tzU_sc
1	W-U4iYM3Rxo
1	kBRiKOBPGoE
1	g15SsxOo9Fw
1	WFTzr3tJNs8
1	j53qdgtn79w
1	AB19m3m7wKY
1	Pgdzr5wV1dg
1	HjC8X-IsNuk
1	LlRyBOLMbaA
1	wIP-ojEl68k
1	Gp1FwxQT3v0
1	wHEnOTua9uo
1	LiHQUnWN2m4
1	obmqcHfsDJE
1	AbV0xa0n_Yc
1	o_GQtFyBp5U
1	EzlDnAlxEXQ
1	2gMMLlPk40E
1	t_Gpn3QVPWQ
1	C9tyf_Kkxsg
1	ao_-SQLi_1I
1	CncqwnkkVwc
1	DCBGWmPXreI
1	xv-ByvMQmAE
1	FT0321qquQk
1	hWczEdKrTiY
1	Iwray8rpILc
1	YaBlsmb3ZZ0
1	ENMHMz23qeg
1	_FfeVCLPp60
1	nfH01Hv7PqY
1	1hyZ3H7Z1rE
1	HRFu4jSDH_E
1	fbBij6gszfY
1	yY51MVKpkYM
1	Wy6o3ZGB_iA
1	aQdCRUd1orQ
1	ajrCG4nmA2I
1	gLkomEFdFFE
1	l0XbUQHWzl8
1	YnaVAImUJqc
1	D0_G5tKuEEA
1	QhU-vTGiDR0
1	JcGXzZdzrzU
1	tVLGGtNJjM4
1	Tn2p05DFfTw
1	pAghsziYtV8
1	3yn3-_dkxUA
1	aM0_xHFtJbM
1	lDlNGWb6644
1	pd18haybEwA
1	jkBuIQmBKxc
1	X427Uj2e0I0
1	k18bORC1PBM
1	tQUEjoYJY-4
1	Muu8jrIRD38
1	qhfg5s3xHsQ
1	yinT7Y_ySnA
1	F8z6r_8pJCE
1	P7BIidqMqMg
1	yReQXqMU6Rk
1	kOxWIRd4WMI
1	CunbQkhpkSc
1	K0Hrl8m9lE8
1	-0fm7E2Plmk
1	CJUIM1QEMSY
1	wXlP4oAQizM
1	gp2as6QTvWc
1	eCfEh_YBPRE
1	ZxVFI9hvaok
1	MfovD2whvas
1	bqDN1sgixgs
1	FMwwaOOs9yI
1	IdQN-nkVLjU
1	NneERrhJvTI
1	K49DmYLlafQ
1	KminW_4WSbE
1	edLd65emwyY
1	DuA8HPdaYAU
1	ujdgGIi6X-U
1	y2tdfsRz0IQ
1	xwOexawnF-g
1	ohZFAYpY_GM
1	AeKYNii8-bc
1	i6BcEQ5bJ9U
1	BBgJRYvl2ZM
1	pW60ovagfx8
1	zWV3ovAmhxA
1	u-HR9yg1uMI
1	o6rjnr3unWg
1	lHr3R9Dcs2k
1	tLJkiM-fkpc
1	4xHZnbQSfz8
1	Y7bwlYpE2HU
1	I6BQeZpX5jM
1	NWfFOpSZfXg
1	Us-qXiXjPWs
1	wFE5c5RwFCc
1	MjvDmV70rQo
1	sHIqfSxcDE4
1	EWyNRNWk9xE
1	G8t2vQcF0wY
1	WOm1XoMY5QM
1	e0_mVJkFU2Y
1	Olb7cCXpdLQ
1	XtTXqx_s5Y4
1	GAkobbKn7a0
1	S3LYTy1uMsI
1	sNTtG2B7zeQ
1	ItqEiBE0oFQ
1	d2K-1GjI3Sw
2	_aaZQTOa5us
2	-g7tsH7I6Sw
2	p97Sof_dZis
2	jmz2gIOAICw
2	JFijfytub9Y
2	WLEeUYnWUAA
2	MdEBmcJX2JQ
2	OvTC4oeuK_I
2	j9dc6hzKN3A
2	IGRc_9iCO44
2	IZAKkhrtgjk
2	8UhcTZz0mDE
2	ivUgHHcRDxs
2	eC9LLW4C1gU
2	9bJjb03wJ8Q
2	_1Gj2XV_vfM
2	u_U49h57GCc
2	d_Ddg-qoLEg
2	bpKKvENiKzQ
2	yfV8BjCeJUg
2	X9c1uH3hQ4M
2	l_l0VGWVXvw
2	6gTdwKPJGls
2	K-trmXw3FDA
2	daym0zNI-V4
2	v1sjgGLQnO4
2	bMiPjHvSl9Q
2	f-b2n5kVz08
2	WlOCImXi9LI
2	S4WxmbHPbQQ
2	6KDs2BcqTI4
2	uLjYi9QxooA
2	JtQojcpRd1w
2	-P1xBExRChg
2	73Fs3C29g64
2	rLs-yBT5XuA
2	HOOQbcl_4o0
2	4uUFNmFANMg
2	VbR5OmTQyfE
2	jhwtFyW7ZNk
2	lge03B1u0ug
2	ctlaO7RVgh4
2	9yPiBxfciPk
2	ak-ss8ECCMI
2	s4uWo2Z9c9M
2	TpWpmj-BsQM
2	L7gI6mnpGdA
2	aWwAGUYI7sQ
2	dok6ZXWfPj8
2	XFnCxGfchVE
2	9wzSPlJq-Ao
2	fD5-xyRlMEk
2	dZ7Plragr8E
2	iMgcrXOJjzk
2	24YnPeKffWc
2	cU94-QhGqt0
2	43GRjY9FUKA
2	U8_CV963YDk
2	GI-5i5Dm1C4
2	w4Xm8jPNnfU
2	UHMo7anNqNw
2	qPoJZaU_H0A
2	L_vq6dr0HF8
2	EswVLOWsPTc
2	PTMNFl2ZemM
2	aQSVU2Hihjk
2	O-C0wT3Mq9Q
2	k8Xhmj_-DMA
2	_Rac1zFfB0s
2	BJhjrVPMYQw
2	Rz8_IUL9yfc
2	JDAxHfXjapo
2	7rK73BtKZNA
2	5kxTNVKrVY8
2	DgHOJokzRRg
2	im55KSF5-1Q
2	0kEBhFK0sCA
2	hF-GkGUbWsg
2	n_kRDBNY6BU
2	MO9d_PmXInw
2	3_Xuwbqzs8A
2	bfRRirLVvxc
2	_Wvv3UBVDuA
2	5nt5KMqax8M
2	i2GXJ09Jlek
2	jYInE6Y1ba0
2	y_d6gZbe5oc
2	9kXHzSDCx1s
2	CgcOf6lBZDc
2	Y93qBEW0k2M
2	KsPhf-WHtvk
2	SHo_1NyW58c
2	wZ4zHaKbk4M
2	A0nW4lAwk_I
2	5SyOuZq7UjM
2	rz0wumgjkQc
2	AiPSs_-b5VU
2	W4XiCA3_dF0
2	9m9OM-YpoDM
2	9mgSdTerbC8
2	ucP8QQ7XyHM
2	dif_S7s2kRM
2	ebVOOe_bgQk
2	h6sIDUHGzSw
2	puY2UNwMdC4
2	bFMDc2if8AE
2	aBObs_is0HM
2	yCK9qALPwj4
2	AxUxe_CMkqE
2	JGa1Z2UlvMY
2	ebw5-WAWsPQ
2	5SOhVfdzibo
2	hELQbJMRu-4
2	rubZeNDrDiQ
2	-Szda647TYE
2	fXMUMrEonB4
2	hhj3_Ig6b1M
2	4kQibKPen1k
2	wQAyg7gj2Jw
2	lAgj2-VZkeQ
2	5PqlVkETZdU
2	4oB8BKMNz6o
2	m4FF5Q5SLNY
2	7K_8VoP3368
2	L17g5r9EUmM
2	D-DHU16xV9A
2	1ncDNloejAI
2	i5OJfBGm6hI
2	DQtaltcXHBA
2	UGhgxmeL1Rc
2	5ZEi8CwXOL4
2	19Ozo2O1dlE
2	4wlSpX9brAE
2	tE8gJZw2zGg
2	JhIGz9FHytk
2	T9NEW9knLes
2	TPS0WPWc9Us
2	caiPVCuG6rs
2	-rBtD1ea3bo
2	mnisAhsGhvI
2	Ijxx_uiJ8dA
2	Wbf-lTAH7DU
2	yR-bz0M5Rkk
2	x5y9FgXB_e4
2	dSozp23FJ0o
2	nlkTjywr5N0
2	bfzfRVdzCEk
2	5n2VNyqHEXg
2	2Elg5wmgD5A
2	08tN8pqqAQs
2	Cw-0Sn7d30c
2	K5JqmQy3jjI
2	7a_BwPUq-Xw
2	U5aRGjr59QM
2	Wr6r5RA3K7s
2	cZ7dLpL_45Q
2	UtWdQFhE_Y8
2	DQ5p63ma0xU
2	TddgJ5jUG3w
2	xMHMS766Ot4
2	XeoM6T9wYBE
2	PcPBtvzlvDQ
2	Y7Ieo2Btwv4
2	Lbhw81-WXf8
2	2gNys9llLqA
2	NsPtCpO23Lo
2	xomlOs-27SA
2	L1ANyqWRLsA
2	tnxX__sdsEs
2	xTt4XDvWLPg
2	VXME2JpT1JM
2	GCicejc4THA
2	itLnhOK64ic
2	Eh3uqUrcDrQ
2	LcHfGZvQY5g
2	wXR9o72dDcw
2	ATX-waKt6Ro
2	RCJA7W-UAPU
2	yvzc_ECrraQ
2	p4j_JMB4Akg
2	5NszMqv15JA
2	yQ_YhCFb4io
2	INe25lerDbY
2	gj0MJ6IbvUs
2	THDxTIXOVh0
2	X_m3x9CtrYc
2	71nq4rN9fYw
2	ZRFrVFKdSTU
2	Jhcz2Sq-qQ0
2	Ykb6O3XTppg
2	F0tbAX6mBvo
2	_WoUnP4MYqg
2	vKt6A9THCK0
2	4Wd1uTKlwGM
2	lBqoD1kWm_w
2	x3tW2FWAhRs
2	wdrOv3w8QoQ
2	NdkbTDod4NA
2	OoTYfNXBxXw
2	DBoD5i0lH_w
2	HmckGpxbLTk
2	pOOK7OCFgRc
2	sJv7G81VPHo
2	-aSV1sWlSK4
2	i7Np3EIByc4
2	Sr3yOF89hhk
2	dS5dE8RJzAw
2	e0PJTOFi1lA
2	2ygpgbmfAoc
2	kreF3FvsE84
2	atZBRSXU6NI
2	yPVKesAU6fw
2	0OukNW1cb4c
2	ZZTiEF6ts1c
2	12NRuwEWFxE
2	Z0SKMvvpMD0
2	eu0_m5ykiW0
2	C_GwaXUZY_I
2	llwWGfzPSbc
2	fXYjp0XXhtA
2	Xi1YvmWhjio
2	Wcx6aiYCgOg
2	xPB2Y1dh8Ow
2	H2zAqlth-6k
2	XLFJWTSyAuk
2	S-eIYnWTXso
2	pJSa58_pUgg
2	0t_6M3mE2NE
2	Q8CxWVXnitk
2	-k2UXavxg4c
2	B1WLdQ5mEBQ
2	ulXpTRPK0Xg
2	CkNLX1T7VsI
2	uOCGiUAh7zc
2	wuSV4T9p7pg
2	jko0Xujcqjs
2	4uxRu5o4Vxs
2	m7KrUu-KsHk
2	1HYU2yVTBU8
2	LnWeEmMK_mA
2	EmIsuyBV45s
2	-koEO4mRcSQ
2	iQPQBmQwLS8
2	MAXHoCRXA7w
2	kSrGDb-C9Lo
2	-_WXFwxHuS8
2	O-EKWlj99tk
2	fmXTsOzUo-8
2	A4Yzl6NyRtg
2	y9-jsajKXCQ
2	qpQfGtBM-Yc
2	Jj1_dwquEXg
2	ORX-wI7-NMo
2	LOXGdkd3KzQ
2	xcbF48KdrAg
2	f5xn0JEhhoc
2	PFE9n2sal5k
2	1sQqTrFKsFM
2	tWJDoqS_h9U
2	BU51-PTNdJ0
2	atmELcuehrY
2	rkAs5uwRARw
2	izPhnrNoEBs
2	vawl4BQCXUo
2	cyGl_wF7EdA
2	Eh6eh9M6Q9w
2	SXDPIfcxgdU
2	tE6pr6qr_vE
2	DcL2KULIim4
2	7CbfLqDtcWw
2	kmGz1KmYIUA
2	CGaPOfZpYXQ
2	Wdkq424Xp90
2	uua67qEvzs8
2	pU1Yc9fJA1k
3	WuFBoERbELE
3	Uz5lA4wrEio
3	nT1W06bSt8U
3	EgIzKvyclWA
3	lNu3--4NsPw
3	2V3Pj6L8qVs
3	3U-LiSbhBeQ
3	lgf6UWIx11c
3	xIuPHglx-9k
3	6u-WBo9RMgo
3	jSU3St--ic4
3	sdaX1NBVubk
3	ZF-XATMktPo
3	QdopiYX1r1g
3	45XVXTSKdVg
3	g7wA0E6XQgU
3	_zVQ6FuUR5A
3	hg9ty8cldDo
3	_sbGM4wjaIc
3	4EfoBCvQZ08
3	I0YiVyKg_yo
3	ypgjdw19U0k
3	0XLBbZtE9cI
3	3B0882AWDn0
3	0BGZQcop8x4
3	yf_95wM5Ns0
3	4uKcz31lhGo
3	DBlmKdAey8U
3	096YLh4DPag
3	CpBymcf02iw
3	GKQ5Pf0y_xk
3	eEz5Xy0sIh4
3	ohOKJyrbo8o
3	aR9f5LIIJfM
3	wTLbE6wWM6s
3	gqUlDPBkvek
3	0_hpjGnpIxs
3	SbUv9gwcPGo
3	TEJTmGbepNY
3	7E_JuShSsJI
3	Zy_M8HmGXVY
3	eByJx0RNSYk
3	6N3C1DWR-Zg
3	RS5_LAs0Y30
3	2199XHVBnrc
3	qGilTgVLGlo
3	f-IOXGNTz7w
3	90PJWl888qA
3	zwjap5RvUBU
3	c55c_A-_yWo
3	2EHGNWZBC7o
3	7-uYe0bQc_s
3	_KdAayXN2f8
3	uHP-C-fjnDI
3	7BSVid-6cx4
3	qEB3rOeYEko
3	pQkyZCaJu3Q
3	oGKTCl9IdKE
3	SVlbAZVMxt0
3	oSel4spqxOk
3	1D-uDuUQ_wc
3	uHeHycHhFmA
3	vYo5XzmZT8I
3	_Ylm518xKOI
3	QfFMmTX6seQ
3	G3j6h7muHJ4
3	xGammLSxBH4
3	FScVDAVQSDk
3	DpwhsA96qvo
3	Yy--824OLLw
3	_7D224rCbB8
3	WZUHIci2DCc
3	421mn8a_dD0
3	5D6qjkCWs9g
3	Df107Nxby-M
3	6YkBtpHNBRY
3	b7n0shvcoAU
3	wyukUBTIhlI
3	T1QAJe8n0gw
3	vIdibfrbR3s
3	hE5k7WLJxi8
3	yf0s0alMDsk
3	wW_Kl1XIZ9s
3	h__3aa6puyU
3	t1QTZMlwnB4
3	XxM0ZrR30Ps
3	u7KlMJ6rryo
3	JCwPIcI-HZQ
3	vG8dpUcYbFo
3	MWKU1u2qf0U
3	LJM8qWEQqTg
3	PZn_24RbH90
3	EHVsuglqAHQ
3	cJKXoDSx5Yg
3	XmQ0QQZBjCE
3	ZrE5XF3ULGg
3	r6L0HSt0cEk
3	VAjDJ2IwvS4
3	V7idUWWdy44
3	xhKu1fBJWhE
3	j_XWE_PIIYA
3	n5We-QKpMJU
3	0oqljTRizhA
3	6Lh3cm9GdTU
3	zOcZp50zpms
3	09Ck_Xt-7DI
3	4d1OwyzVZa0
3	g163UACDO3A
3	kLo6K20TXwg
3	TlAF1V4r0UQ
3	pE_rRg8MoMI
3	OvV1Dj60eo0
3	zUoKf96200E
3	M8a1eTaKGic
3	mGgk3T3watU
3	ljBHbAiQi4A
3	9vdS6K-LieQ
3	1ddb6k_fTvc
3	KutK8_Ws7GM
3	umFzA_qj3dU
3	cjt3SX_52DM
3	8Si1r-XgyvI
3	cBBeubdKrFM
3	sTJLIK34ccQ
3	TLXTOSFuG7k
3	TOUARPngbeQ
3	IcTvMfBYIfE
3	wjrCcy87LLc
3	R5uRnyWdZOc
3	fCzy9aszdX0
3	XarlcAwTTWk
3	6YIwjkc63GE
3	YWIe90DzhQE
3	w9ZAOo9UhKk
3	ueBJCOSOvsU
3	a3yotKDkoUg
3	o5YYMyWTxy0
3	YpLhOYl3laM
3	YHvghmEQq58
3	wL7tJiVQl90
3	1tQ6u1yG4m8
3	7jtNFJOm4Ek
3	cZ3_7HaoH98
3	lg_IRfpWjxo
3	_x-hRxJPkaw
3	Q4uPv-tXKgY
3	2Uy-AsivccU
3	QOhc9XTAZyM
3	j2Aaj0_k0fo
3	ew4t6xoXBYM
3	ZIJalfBUHNo
3	_EN7WZryBZQ
3	FYdcTdn17BA
3	JChzHNvjAk4
3	tXNd2dtauTw
3	wTofERvugsE
3	7nshmmW1C5w
3	RwSyzJ0UtEY
3	xQXyFCkIs60
3	uTHilwO2_Ms
3	l-a8s9UGKzg
3	fkoT3zIMnOM
3	WecZ6D_a_v8
3	eDO2owaHSQA
3	5RASInYP3iA
3	T5TvIDalP6I
3	7tFHx-_icYo
3	Ua7oTdQS-2g
3	6WZdEntUeds
3	yq3eX4pucCU
3	cHsdwoi19WI
3	4U5W4nKPiyM
3	RVrJ62Qc0GA
3	3pT77BU4sZ8
3	6WYwOemCWA0
3	2_ZBt0nhCxw
3	-3uZDr3uFQQ
3	fg5-MtXSadc
3	Qo-wDl_4aMQ
3	seT4jqdR7cc
3	JDhyNqNwnOY
3	sZbF4ExpXyk
3	Ttm9lhMar7Y
3	HtK9TtTFcYU
3	nAXMfpSOhPs
3	JoNm5ZLziVs
3	pdKMfpfKAe8
3	xAxnAmoNpZM
3	ysPKERg9uR8
3	Cp6pZbZKnUM
3	6P0o1E2LVhM
3	yEexxHafAWs
3	Dcy_5s1t-nM
3	hHV23GMNA2I
3	Ayn2yMF8cBA
3	VKSRRawbPCU
3	Z9hHi_8HA8I
3	zTfQg7PtllQ
3	WNzheLpyuJs
3	Qd-g-PSuOq4
3	Pe-SUtUChHo
3	IKYzhheqkC0
3	-X-_oX2lCng
3	sI0jNpY7h8k
3	xEY_AlmtR-I
3	eMO7vRpgbF4
3	AQLb3dWwYi0
3	DdeViJLJSg8
3	hLumk-RC2uk
3	d-DF5ksMnf0
3	CP5wl0YI420
3	JDwpSn7-HA0
3	U_0Vwm78XfM
3	LhLXP5ZTt6s
3	irPiud4YcZU
3	85ub48NUBs8
3	0zttMSuKdPE
3	ercbS_F78Qk
3	qSI_oFa1wz0
3	hfjymrnaE7c
3	z8B8zJfuHh0
3	2ZJ4GDr7z7I
3	VOiWb6zwnnU
3	vGWjWImbOy8
3	ijVKcdWK49o
3	dswD-82ViyQ
3	TyClq3u7aCk
3	d9GixX_Mz-w
3	vzU61kPJwRk
3	HztpQ5JYfNs
3	-T5LqVnsFoE
3	dmTNXMm-D5A
3	I2y82uaJiMI
3	g0k1uqVGhDk
3	gbzW2bSFlLI
3	2uFPhueevNA
4	4u99MTdNWyM
4	d5IJOPyDrMc
4	T36nJ60ksiA
4	RWtvOzMumdw
4	9EwVg7ZcCHk
4	6rAbbNM4zb4
4	YEKD9tN5OL4
4	4NWsemF_dnM
4	MyIEGQC8nIY
4	zup1G4WvCqY
4	6xfwQ0KlyW4
4	7hyB_J5A78M
4	sp-aJAzlNcg
4	xxwl_2m69mE
4	yIfls5kBAh8
4	FxWRqvIaq_c
4	rSw7Z03Rfqg
4	4NDYAGBh6Zs
4	YMBbUJNYPBA
4	R6oj3SOuwAQ
4	qYFcotpsdes
4	uzK2_djgyfE
4	fv99Zid-F54
4	qj1FjuPjju4
4	FXV9U0FAkdQ
4	xI8wG3vOkL0
4	U6KxDnDtiKM
4	WnGDrjkv-t0
4	Nq4J4D16Z3Y
4	RoUvt7MeISM
4	imKCsKjwmvA
4	iP2LA35jZIU
4	oGnneEiapBM
4	g6PZHqJ6V3I
4	xSXN9km6qoo
4	l83EnVvAKbA
4	RNLkXwdrRfM
4	InfYn2G4D0o
4	VXNOWHx-bGM
4	dpROb2-hdJQ
4	sNTZ--VXJm4
4	pDgEVADS1n4
4	pdKfMqPCk1s
4	wB4iMgBaFqo
4	oBmNTa6kvPI
4	SSRQ6KnHBmM
4	iBsr5kt8dRg
4	SNlGpZ3Ofdg
4	Z08KdGJWWIQ
4	XMxJZeYJmho
4	KoOT8sKWffs
4	_KvzJctkZ0M
4	nuk8NhCM9YM
4	F-TeqZOF6P4
4	9la58wBBwbY
4	kbEpxIHOoww
4	XN4BwHCU80c
4	JYqgSQPnLrQ
4	e8x5xSDC4yc
4	dlQO_ZCSkmg
4	WcTRLiRyAs8
4	a5h9Fs94Tf0
4	Ey_SuLowGDA
4	_EDIR5p05dM
4	LdoHbv4sK1U
4	T-5mdZ2HdgQ
4	YRbJRLL4zaY
4	8TbFwvO1WOI
4	SoefcZpzCcE
4	lTlum2gtFSg
4	LocUZ7FEcrk
4	z6Bqt8zhN8E
4	m6shpR98o1w
4	_K8hSqyGtWo
4	7VTP-6NFlGA
4	fUNa9PfBk1Y
4	ZQrtgD_A6hU
4	oRdf880EofE
4	gzaXvmqobg8
4	wBRbKkISPUY
4	0ZsY2zFRRFs
4	cMvp4VrgElU
4	Nu6LyDSxMJE
4	FI47h4dxPY4
4	kEFA3Eeqnmg
4	1XwYwIN8zKI
4	tIvpYE-tT6s
4	N9vR79FFKEg
4	0Zf_9qConlc
4	1VNadP1yyEI
4	UcepEvFaWoY
4	t2nrmrb_fJo
4	vDiXPJTJ5uI
4	wlSBqPVAW7A
4	Cuh3Sgjm07k
4	xgaH6MxklS0
4	TZYIHD37k9o
4	QErzJuGAQyA
4	EDJ463V17qI
4	6OLtURjUQMc
4	UGD2DB1rLCU
4	bAqfxM2SoAA
4	lYRMYKmLDnE
4	gh5DxA80syg
4	FgHPO2jP0BI
4	LP2KBu2CCeQ
4	poWxZLWJ7o8
4	FWi6Ac8FIMA
4	HTGWrGI3s9M
4	whKBPVp1p1Y
4	Wt4UtOqGlXc
4	vk0R3B5WmQ4
4	WCLcoQGUDu8
4	N7nzQqz3KWU
4	lwwFIEpyDhc
4	C_3fdCKxiXY
4	A5HUwFT-iD0
4	l3Sg1CB3its
4	GxJbSYi3twA
4	5c80WB_CQgE
4	S-RY-r0qIEU
4	uvcc-0QeycA
4	rQq8Zl71UyE
4	8uyLnMCbi7U
4	nsVf5-HympE
4	rsWYKhYjh0Q
4	53Ixoy-7Hjs
4	gWg-d7nqtq8
4	Dl6qNzXwa48
5	f4oK68-Rers
5	CUU07iSbz4M
5	YaZ1T9o7_-k
5	x2cBL55m4hY
5	bWgS0bQgkXc
5	4zK6nOXfLE4
5	GefhqmjQm14
5	mzxeb1hCzLQ
5	T7d0_P9Fcrs
5	YF2jpt_-BsM
5	m9j9e5aMsZo
5	0w2aRHxS16M
5	PO6Y0XH1k04
5	bkajIl3tsdk
5	8vGUTjGsdiU
5	xExOxSJ8h1M
5	CldmWw-k6To
5	fwdWnF1dIFM
5	_XFqCmwUTlU
5	anRyEx75SQM
5	fqObEO5nI0c
5	uu52VgW99HM
5	Mfy5Yemr8kc
5	34CBUkHtr_c
5	3ox_DLqmlUY
5	z6gTEowfcgw
5	88BvYfx9Mo0
5	h9MlxRx6zxo
